INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
DEBUG [2020-03-26 04:26:58,212] SelfMessage          SelfMessageHandler.handle pos=37
INFO  [2020-03-26 04:26:58,212] ObjectManager-2      MVMeter: meter=EnginePluginOnMessageMeter, avgTime=1, totalTime=1, entries=1, elapsedMS=11558
DEBUG [2020-03-26 04:26:58,212] SelfMessage          handleSelfMessage id=1115 responseTo=1112 type=msgsys.LONG_RESPONSE class=multiverse.msgsys.LongResponseMessage
DEBUG [2020-03-26 04:26:58,212] Inventory-7          MarsInventoryPlugin, CreateInventoryHook.processMessage: created item=2273
DEBUG [2020-03-26 04:26:58,212] Inventory-7          MarsInventoryPlugin, addItem: found bag object: [Entity: RootBag_Owner2267:2267]
DEBUG [2020-03-26 04:26:58,212] Inventory-7          MarsInventoryPlugin, addItem: found item: [MVObject: Wolf Skin:2273, type=[ITEM,7]]
DEBUG [2020-03-26 04:26:58,212] Inventory-7          MarsInventoryPlugin, addItem: adding to bag, rv=true
DEBUG [2020-03-26 04:26:58,212] Inventory-7          PersistenceManager, setDirty: setting dirty, entity=[MVObject: Wolf Skin:2273, type=[ITEM,7]] PersistenceFlag=false
DEBUG [2020-03-26 04:26:58,212] Inventory-7          PersistenceManager, setDirty: setting dirty, entity=[Entity: RootBag_Owner2267:2267] PersistenceFlag=false
DEBUG [2020-03-26 04:26:58,212] Inventory-7          MarsInventoryPlugin, CreateInventoryHook.processMessage: added item to inv=2273
DEBUG [2020-03-26 04:26:58,212] Inventory-7          sendResponse to objmgr,1111 type=msgsys.RESPONSE id=1116 class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:26:58,212] Inventory-7          EnginePlugin.handleMessage: processed msg 1111, type=MessageType['mv.SUB_OBJECT_DEPS_READY', 59], time in ms=4
DEBUG [2020-03-26 04:26:58,213] SelfMessage          SelfMessageHandler.handle pos=30
DEBUG [2020-03-26 04:26:58,213] SelfMessage          handleSelfMessage id=1116 responseTo=1111 type=msgsys.RESPONSE class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:26:58,213] ObjectManager-10     ObjectManagerPlugin, resolveDeps: ns [Namespace NS.inv:6]: got response msg, result=true
DEBUG [2020-03-26 04:26:58,213] ObjectManager-10     addInstanceContent: instanceOid=1901 oid=2267
DEBUG [2020-03-26 04:26:58,213] ObjectManager-10     sendResponse to mobserver,2422 type=msgsys.LONG_RESPONSE id=1117 class=multiverse.msgsys.LongResponseMessage
DEBUG [2020-03-26 04:26:58,213] ObjectManager-10     EnginePlugin.handleMessage: processed msg 2422, type=MessageType['mv.GENERATE_OBJECT', 57], time in ms=33
DEBUG [2020-03-26 04:26:58,222] MessageIO            handleMessageData from mobserver,2437 type=msgsys.SUBSCRIBE len=50 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:26:58,222] MessageIO            [mobserver,2437] Got subscription subId=133 filter [SubjectFilter oid=2267 types=mv.DAMAGE,mv.PROPERTY,]
DEBUG [2020-03-26 04:26:58,222] MessageIO            sendResponse to mobserver,2437 type=msgsys.RESPONSE id=1118 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:26:58,225] MessageIO            handleMessageData from mobserver,2438 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:26:58,225] MessageIO            [mobserver,2438] Got subscription subId=134 filter [SubjectFilter oid=2267 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:26:58,225] MessageIO            sendResponse to mobserver,2438 type=msgsys.RESPONSE id=1119 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:26:58,237] MessageIO            handleMessageData from proxy_1,1420 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:26:58,237] MessageIO            [proxy_1,1420] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:26:58,237] MessageIO            ADD SUBJECT 2267
DEBUG [2020-03-26 04:26:58,237] MessageIO            handleMessageData from proxy_1,1421 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:26:58,237] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:26:58,237] Inventory-3          EnginePlugin.handleMessage: got msg id 1421, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:26:58,237] Inventory-3          EnginePlugin.handleMessage: processed msg 1421, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:26:58,511] MessageIO            handleMessageData from proxy_1,1422 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:26:58,511] MessageIO            [proxy_1,1422] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:26:58,511] MessageIO            ADD SUBJECT 1995
DEBUG [2020-03-26 04:26:58,511] MessageIO            handleMessageData from proxy_1,1423 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:26:58,511] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:26:58,512] Inventory-10         EnginePlugin.handleMessage: got msg id 1423, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:26:58,512] Inventory-10         EnginePlugin.handleMessage: processed msg 1423, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:05,002] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:27:05,002] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:27:10,367] DBKeepalive          Database: ping
DEBUG [2020-03-26 04:27:15,003] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:27:15,003] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:27:21,256] MessageIO            handleMessageData from proxy_1,1504 type=msgsys.FILTER_UPDATE len=70 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:27:21,257] MessageIO            [proxy_1,1504] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:27:21,257] MessageIO            ADD SUBJECT 1906
DEBUG [2020-03-26 04:27:21,257] MessageIO            ADD SUBJECT 1908
DEBUG [2020-03-26 04:27:21,259] MessageIO            handleMessageData from proxy_1,1506 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:21,259] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:21,260] Inventory-4          EnginePlugin.handleMessage: got msg id 1506, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:21,260] Inventory-4          EnginePlugin.handleMessage: processed msg 1506, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:27:21,260] Inventory-4          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=1, totalTime=5, entries=5, elapsedMS=23066
DEBUG [2020-03-26 04:27:21,260] MessageIO            handleMessageData from proxy_1,1507 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:21,260] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:21,260] Inventory-6          EnginePlugin.handleMessage: got msg id 1507, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:21,261] Inventory-6          EnginePlugin.handleMessage: processed msg 1507, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:22,024] MessageIO            handleMessageData from proxy_1,1515 type=msgsys.FILTER_UPDATE len=70 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:27:22,024] MessageIO            [proxy_1,1515] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:27:22,024] MessageIO            REMOVE SUBJECT 1906
DEBUG [2020-03-26 04:27:22,024] MessageIO            REMOVE SUBJECT 1908
DEBUG [2020-03-26 04:27:25,004] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:27:25,004] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:27:35,005] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:27:35,005] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:27:35,949] MessageIO            handleMessageData from wmgr_1,4951 type=mv.SAVE_OBJECT_DATA len=4736 class=multiverse.server.plugins.ObjectManagerClient$SaveObjectDataMessage
DEBUG [2020-03-26 04:27:35,949] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:27:35,949] ObjectManager-4      EnginePlugin.handleMessage: got msg id 4951, matching 1 hooks for msgtype MessageType['mv.SAVE_OBJECT_DATA', 54]
DEBUG [2020-03-26 04:27:35,949] ObjectManager-4      ObjectManagerPlugin, SaveObjectDataHook: oid=1852
DEBUG [2020-03-26 04:27:35,951] ObjectManager-4      encoding entity type=[PLAYER,3]
DEBUG [2020-03-26 04:27:35,952] ObjectManager-4      MarsMob.init: name=null, perceiver=null
DEBUG [2020-03-26 04:27:35,952] ObjectManager-4      MarsMob.init: generating perceiver
DEBUG [2020-03-26 04:27:35,952] ObjectManager-4      MVObject.setPerceiver: obj oid=null, perceiver=[MobilePerceiver:1357848507 elem=null radius=100000]
DEBUG [2020-03-26 04:27:35,952] ObjectManager-4      MarsMob.init: generated perceiver=[MobilePerceiver:1357848507 elem=null radius=100000], func=[MobilePerceiver:1357848507 elem=null radius=100000]
DEBUG [2020-03-26 04:27:35,970] ObjectManager-4      Database.saveObject: ns=[Namespace NS.wmgr:3] type=[PLAYER,3] xml conversion: length=10523, string=<?xml version="1.0" encoding="UTF-8"?>
<java version="1.8.0_242" class="java.beans.XMLDecoder">
 <object class="multiverse.mars.objects.MarsMob" id="MarsMob0">
  <void property="name">
   <string>Dave</string>
  </void>
  <void property="oid">
   <long>1852</long>
  </void>
  <void property="persistenceFlag">
   <boolean>true</boolean>
  </void>
  <void id="HashMap0" property="propertyMap">
   <void method="put">
    <string>mvobj.dc</string>
    <object class="multiverse.server.objects.DisplayContext" id="DisplayContext0">
     <void class="multiverse.server.objects.DisplayContext" method="getField">
      <string>meshFile</string>
      <void method="set">
       <object idref="DisplayContext0"/>
       <string>human_male_fantasy.mesh</string>
      </void>
     </void>
     <void property="castShadow">
      <boolean>true</boolean>
     </void>
     <void id="HashMap1" property="childDCMap">
      <void method="put">
       <string>primaryWeapon</string>
       <object class="multiverse.server.objects.DisplayContext" id="DisplayContext1">
        <void class="multiverse.server.objects.DisplayContext" method="getField">
         <string>meshFile</string>
         <void method="set">
          <object idref="DisplayContext1"/>
          <string>FW_sword_human_katareen.mesh</string>
         </void>
        </void>
        <void property="attachableFlag">
         <boolean>true</boolean>
        </void>
        <void property="displayInfo">
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>1</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>2</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
        </void>
        <void property="objRef">
         <long>1860</long>
        </void>
       </object>
      </void>
     </void>
     <void property="childDCMap">
      <object idref="HashMap1"/>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet0" property="submeshes">
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh0">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_body-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_fantasy.human_male_body_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh1">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>male_leather_b_legs-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh2">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>male_head_01_hair_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>human_male_fantasy.human_male_head_01_hair_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh3">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>male_leather_b_chest-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh4">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_head_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_fantasy.human_male_head_01</string>
         </void>
        </void>
       </object>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet0"/>
     </void>
    </object>
   </void>
   <void id="MobilePerceiver0" method="get">
    <string>mvobj.perceiver</string>
    <void property="element">
     <object class="multiverse.server.engine.WMWorldNode" id="WMWorldNode0">
      <void property="instanceOid">
       <long>1901</long>
      </void>
      <void property="interpLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-924660</int>
        </void>
        <void property="y">
         <int>150192</int>
        </void>
        <void property="z">
         <int>3781651</int>
        </void>
       </object>
      </void>
      <void property="lastInterp">
       <long>1585214855679</long>
      </void>
      <void property="objectOID">
       <long>1852</long>
      </void>
      <void property="orientation">
       <object class="multiverse.server.math.Quaternion">
        <void property="w">
         <float>0.07474997</float>
        </void>
        <void property="x">
         <float>-0.0</float>
        </void>
        <void property="y">
         <float>0.99720234</float>
        </void>
       </object>
      </void>
      <void property="perceiver">
       <object idref="MobilePerceiver0"/>
      </void>
      <void property="rawLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-924789</int>
        </void>
        <void property="y">
         <int>150192</int>
        </void>
        <void property="z">
         <int>3782509</int>
        </void>
       </object>
      </void>
     </object>
    </void>
   </void>
   <void method="put">
    <string>runThreshold</string>
    <float>5000.0</float>
   </void>
   <void method="put">
    <string>mvobj.wnode</string>
    <object idref="WMWorldNode0"/>
   </void>
   <void method="put">
    <string>marsobj.basedc</string>
    <object class="multiverse.server.objects.DisplayContext" id="DisplayContext2">
     <void class="multiverse.server.objects.DisplayContext" method="getField">
      <string>meshFile</string>
      <void method="set">
       <object idref="DisplayContext2"/>
       <string>human_male_fantasy.mesh</string>
      </void>
     </void>
     <void property="castShadow">
      <boolean>true</boolean>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet1" property="submeshes">
      <void method="add">
       <object idref="DisplayContext$Submesh0"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh2"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh4"/>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet1"/>
     </void>
    </object>
   </void>
   <void method="put">
    <string>mvobj.scale</string>
    <object class="multiverse.server.math.MVVector">
     <void property="x">
      <float>1.0</float>
     </void>
     <void property="y">
      <float>1.0</float>
     </void>
     <void property="z">
      <float>1.0</float>
     </void>
    </object>
   </void>
   <void method="put">
    <string>ignored_oids</string>
    <object class="java.util.HashSet"/>
   </void>
  </void>
  <void property="propertyMap">
   <object idref="HashMap0"/>
  </void>
  <void property="type">
   <object class="multiverse.server.objects.ObjectType" method="getObjectType">
    <short>3</short>
   </object>
  </void>
 </object>
</java>

DEBUG [2020-03-26 04:27:35,972] ObjectManager-4      Database.saveObjectHelper: saving obj: Dave
DEBUG [2020-03-26 04:27:35,972] ObjectManager-4      byte array length=10523
DEBUG [2020-03-26 04:27:35,972] ObjectManager-4      Database.updateRow: creating blob from byte stream
DEBUG [2020-03-26 04:27:35,972] ObjectManager-4      Database.updateRow: created blob, datalength=10523, bloblength=10523
DEBUG [2020-03-26 04:27:35,977] ObjectManager-4      done with saving char to the database
DEBUG [2020-03-26 04:27:35,977] ObjectManager-4      sendResponse to wmgr_1,4951 type=msgsys.RESPONSE id=1120 class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:27:35,977] ObjectManager-4      ObjectManagerPlugin, SaveObjectDataHook: sent response for obj=1852
DEBUG [2020-03-26 04:27:35,977] ObjectManager-4      EnginePlugin.handleMessage: processed msg 4951, type=MessageType['mv.SAVE_OBJECT_DATA', 54], time in ms=28
INFO  [2020-03-26 04:27:35,978] ObjectManager-4      MVMeter: meter=EnginePluginOnMessageMeter, avgTime=30, totalTime=61, entries=2, elapsedMS=37765
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1590 type=msgsys.FILTER_UPDATE len=222 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            [proxy_1,1590] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1912
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1905
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1911
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1904
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1903
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1918
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1921
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1913
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1922
DEBUG [2020-03-26 04:27:38,178] MessageIO            ADD SUBJECT 1924
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1591 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1592 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1593 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1594 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1595 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1596 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1597 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1598 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1599 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,178] MessageIO            handleMessageData from proxy_1,1600 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:27:38,178] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1591, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1591, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:27:38,179] Inventory-1          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=2, elapsedMS=16919
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1592, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1592, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1593, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1593, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1594, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1594, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1595, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1595, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1596, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1596, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1597, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1597, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1598, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1598, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1599, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1599, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: got msg id 1600, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:27:38,179] Inventory-1          EnginePlugin.handleMessage: processed msg 1600, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:27:42,691] MessageIO            handleMessageData from mobserver,2597 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:27:42,691] MessageIO            [mobserver,2597] Got subscription subId=135 filter [SubjectFilter oid=1852 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:27:42,691] MessageIO            sendResponse to mobserver,2597 type=msgsys.RESPONSE id=1121 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:27:42,820] MessageIO            handleMessageData from mobserver,2601 type=msgsys.UNSUBSCRIBE len=30 class=multiverse.msgsys.UnsubscribeMessage
DEBUG [2020-03-26 04:27:42,820] MessageIO            [mobserver,2601] Got unsubscribe count=1
DEBUG [2020-03-26 04:27:42,820] MessageIO            handleMessageData from mobserver,2602 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
